,lmList,bbox,center
0,"[[654, 519, 0], [611, 515, -39], [581, 480, -58], [613, 444, -71], [653, 415, -84], [544, 379, -41], [518, 313, -58], [504, 270, -70], [492, 231, -81], [585, 353, -42], [574, 274, -54], [569, 221, -68], [564, 175, -80], [623, 357, -47], [637, 290, -74], [650, 239, -102], [662, 192, -123], [658, 378, -54], [658, 379, -93], [661, 416, -110], [666, 445, -121]]","(492, 175, 174, 344)","(579, 347)"
1,"[[654, 521, 0], [610, 515, -38], [578, 479, -55], [610, 441, -67], [652, 413, -79], [546, 376, -38], [522, 312, -54], [509, 268, -67], [498, 230, -78], [586, 351, -39], [578, 272, -51], [574, 219, -65], [570, 173, -77], [624, 356, -45], [640, 290, -72], [653, 239, -100], [665, 193, -121], [659, 379, -53], [658, 379, -91], [659, 416, -109], [662, 444, -120]]","(498, 173, 167, 348)","(581, 347)"
2,"[[653, 521, 0], [610, 515, -39], [579, 478, -56], [611, 439, -67], [654, 410, -79], [546, 375, -36], [521, 311, -52], [509, 267, -64], [498, 228, -76], [586, 351, -37], [576, 271, -49], [573, 218, -63], [570, 171, -73], [623, 355, -43], [639, 289, -70], [652, 238, -96], [664, 192, -116], [659, 377, -50], [659, 374, -88], [660, 413, -103], [662, 444, -112]]","(498, 171, 166, 350)","(581, 346)"
3,"[[655, 520, 0], [610, 515, -41], [576, 481, -59], [605, 444, -71], [649, 414, -84], [545, 373, -40], [520, 309, -57], [507, 265, -70], [496, 226, -82], [585, 349, -40], [573, 270, -53], [570, 217, -67], [568, 171, -78], [622, 353, -45], [638, 287, -73], [651, 237, -100], [663, 192, -120], [658, 375, -51], [656, 374, -91], [657, 413, -107], [660, 446, -117]]","(496, 171, 167, 349)","(579, 345)"
4,"[[653, 519, 0], [609, 514, -41], [577, 480, -62], [608, 442, -75], [651, 412, -90], [545, 376, -43], [520, 310, -61], [507, 266, -74], [496, 226, -86], [585, 352, -43], [575, 272, -56], [572, 219, -70], [569, 173, -82], [622, 355, -47], [636, 288, -75], [650, 238, -101], [662, 192, -121], [657, 375, -53], [654, 371, -91], [656, 408, -107], [658, 439, -116]]","(496, 173, 166, 346)","(579, 346)"
5,"[[652, 517, 0], [608, 511, -38], [575, 477, -57], [607, 440, -70], [649, 411, -83], [544, 373, -41], [518, 309, -58], [506, 265, -71], [495, 225, -83], [585, 350, -42], [576, 270, -55], [573, 217, -69], [569, 170, -81], [622, 355, -48], [637, 288, -75], [651, 238, -101], [663, 193, -120], [657, 376, -56], [654, 371, -92], [653, 407, -107], [654, 437, -116]]","(495, 170, 168, 347)","(579, 343)"
6,"[[650, 516, 0], [605, 510, -39], [573, 476, -58], [604, 439, -71], [647, 410, -85], [543, 371, -42], [519, 307, -59], [506, 264, -72], [495, 224, -84], [583, 348, -43], [574, 269, -56], [570, 216, -70], [566, 169, -83], [620, 352, -48], [636, 285, -75], [649, 235, -102], [661, 191, -122], [655, 374, -55], [650, 370, -92], [648, 406, -108], [647, 436, -119]]","(495, 169, 166, 347)","(578, 342)"
7,"[[653, 518, 0], [607, 513, -39], [573, 476, -57], [605, 435, -68], [648, 407, -81], [544, 372, -39], [519, 307, -55], [506, 263, -68], [495, 224, -80], [584, 349, -40], [574, 269, -53], [571, 215, -67], [567, 169, -79], [620, 353, -45], [635, 285, -72], [649, 236, -98], [660, 191, -117], [655, 375, -53], [652, 364, -88], [651, 400, -103], [650, 430, -111]]","(495, 169, 165, 349)","(577, 343)"
8,"[[648, 507, 0], [605, 501, -38], [573, 464, -55], [604, 427, -66], [643, 399, -78], [540, 364, -41], [514, 299, -56], [500, 255, -67], [488, 215, -77], [580, 340, -41], [570, 262, -53], [565, 210, -66], [561, 164, -77], [617, 344, -46], [632, 278, -73], [645, 227, -99], [657, 182, -119], [652, 365, -52], [645, 363, -89], [642, 402, -105], [643, 434, -115]]","(488, 164, 169, 343)","(572, 335)"
9,"[[648, 508, 0], [603, 502, -41], [570, 466, -60], [602, 430, -72], [642, 401, -85], [539, 362, -43], [512, 298, -61], [497, 255, -75], [485, 216, -87], [578, 338, -43], [566, 259, -56], [561, 207, -71], [558, 162, -83], [615, 342, -47], [631, 275, -75], [643, 225, -103], [654, 181, -124], [650, 364, -53], [648, 364, -93], [648, 403, -111], [649, 434, -121]]","(485, 162, 169, 346)","(569, 335)"
10,"[[655, 492, 0], [612, 491, -40], [577, 452, -56], [604, 407, -66], [638, 370, -76], [526, 359, -38], [490, 299, -53], [469, 260, -65], [450, 224, -76], [561, 330, -37], [534, 253, -48], [520, 204, -62], [508, 160, -74], [598, 327, -41], [600, 261, -68], [602, 211, -96], [608, 163, -117], [638, 342, -46], [630, 350, -85], [634, 390, -101], [644, 420, -111]]","(450, 160, 205, 332)","(552, 326)"
11,"[[650, 478, 0], [630, 489, -70], [613, 473, -107], [637, 434, -132], [660, 392, -157], [535, 371, -85], [498, 307, -112], [471, 267, -130], [446, 232, -145], [559, 333, -70], [533, 256, -94], [521, 205, -115], [507, 160, -131], [589, 324, -59], [590, 255, -94], [596, 206, -124], [597, 162, -147], [619, 332, -51], [616, 325, -93], [617, 355, -114], [620, 378, -128]]","(446, 160, 214, 329)","(553, 324)"
12,"[[644, 470, 0], [619, 478, -52], [605, 457, -82], [641, 424, -102], [673, 388, -124], [533, 367, -68], [495, 304, -91], [467, 266, -106], [444, 231, -119], [560, 331, -61], [531, 255, -82], [516, 205, -99], [503, 162, -113], [593, 324, -58], [596, 255, -90], [598, 204, -118], [599, 158, -139], [628, 334, -56], [634, 339, -95], [639, 375, -113], [647, 402, -124]]","(444, 158, 229, 320)","(558, 318)"
13,"[[667, 474, 0], [628, 479, -44], [599, 449, -65], [631, 404, -79], [665, 366, -94], [541, 365, -45], [503, 306, -64], [478, 266, -80], [456, 229, -94], [572, 332, -44], [542, 258, -60], [526, 208, -77], [511, 164, -91], [608, 327, -47], [609, 256, -77], [611, 205, -104], [612, 159, -123], [648, 340, -52], [645, 325, -90], [654, 359, -103], [665, 387, -111]]","(456, 159, 211, 320)","(561, 319)"
14,"[[666, 475, 0], [632, 479, -46], [605, 450, -68], [637, 404, -83], [669, 362, -99], [543, 364, -48], [505, 306, -67], [480, 268, -82], [458, 233, -95], [574, 331, -46], [544, 257, -61], [527, 208, -78], [513, 164, -92], [609, 326, -47], [610, 256, -77], [611, 205, -105], [611, 159, -126], [648, 339, -51], [650, 329, -91], [660, 363, -106], [671, 391, -116]]","(458, 159, 213, 320)","(564, 319)"
15,"[[667, 476, 0], [632, 483, -48], [607, 458, -73], [638, 412, -88], [667, 369, -105], [544, 366, -55], [505, 306, -75], [481, 267, -90], [459, 231, -103], [575, 332, -51], [544, 256, -67], [529, 206, -83], [515, 164, -96], [610, 326, -51], [612, 257, -80], [614, 206, -107], [616, 159, -127], [649, 338, -53], [652, 333, -92], [662, 370, -106], [673, 400, -115]]","(459, 159, 214, 324)","(566, 321)"
16,"[[665, 474, 0], [631, 481, -49], [605, 457, -74], [636, 416, -91], [667, 374, -109], [543, 363, -54], [504, 304, -75], [480, 266, -90], [459, 231, -103], [573, 328, -50], [543, 254, -66], [528, 206, -82], [515, 163, -95], [608, 323, -50], [610, 254, -80], [612, 204, -108], [614, 159, -128], [645, 335, -52], [649, 332, -92], [657, 368, -109], [666, 396, -119]]","(459, 159, 208, 322)","(563, 320)"
17,"[[663, 475, 0], [628, 481, -47], [602, 454, -72], [633, 413, -88], [665, 373, -105], [541, 361, -51], [504, 303, -72], [481, 264, -88], [460, 229, -102], [572, 328, -47], [544, 255, -63], [529, 206, -80], [515, 163, -94], [607, 323, -48], [609, 253, -77], [613, 204, -105], [615, 160, -127], [644, 335, -52], [647, 328, -91], [655, 363, -108], [664, 391, -118]]","(460, 160, 205, 321)","(562, 320)"
18,"[[655, 478, 0], [614, 479, -40], [585, 451, -61], [616, 414, -74], [651, 381, -90], [536, 354, -46], [505, 290, -64], [485, 250, -77], [468, 213, -89], [573, 323, -47], [554, 247, -60], [540, 196, -76], [529, 151, -90], [611, 322, -51], [620, 255, -79], [626, 204, -109], [634, 158, -132], [647, 339, -57], [649, 345, -96], [653, 381, -116], [660, 408, -129]]","(468, 151, 192, 328)","(564, 315)"
