,lmList,bbox,center
0,"[[711, 537, 0], [653, 525, -29], [588, 479, -49], [570, 418, -70], [589, 366, -88], [573, 385, -18], [535, 307, -54], [523, 261, -71], [519, 214, -81], [617, 372, -23], [601, 348, -78], [617, 416, -81], [629, 432, -68], [662, 369, -35], [648, 362, -88], [657, 429, -68], [664, 436, -42], [708, 374, -51], [691, 371, -79], [692, 422, -64], [697, 431, -44]]","(519, 214, 192, 323)","(615, 375)"
1,"[[711, 534, 0], [654, 524, -25], [590, 476, -42], [572, 414, -62], [586, 362, -80], [575, 381, -13], [539, 308, -46], [528, 261, -61], [525, 215, -70], [619, 368, -20], [599, 347, -70], [615, 417, -72], [627, 433, -59], [663, 364, -32], [646, 358, -83], [656, 428, -64], [664, 441, -38], [708, 369, -48], [689, 366, -76], [689, 419, -60], [695, 432, -40]]","(525, 215, 186, 319)","(618, 374)"
2,"[[715, 530, 0], [658, 522, -28], [594, 477, -45], [574, 415, -65], [588, 362, -83], [576, 383, -15], [541, 310, -50], [530, 264, -66], [527, 217, -75], [619, 367, -20], [599, 349, -71], [617, 417, -73], [628, 430, -61], [663, 362, -31], [648, 359, -81], [658, 427, -62], [664, 437, -36], [707, 365, -47], [690, 369, -74], [692, 421, -59], [696, 431, -41]]","(527, 217, 188, 313)","(621, 373)"
3,"[[712, 528, 0], [657, 522, -28], [594, 476, -47], [574, 414, -67], [588, 362, -86], [575, 380, -16], [540, 308, -52], [528, 261, -67], [526, 214, -75], [618, 366, -21], [599, 348, -72], [619, 418, -71], [629, 429, -56], [662, 361, -33], [648, 358, -83], [659, 428, -62], [665, 436, -33], [706, 364, -49], [691, 367, -76], [693, 420, -60], [697, 429, -40]]","(526, 214, 186, 314)","(619, 371)"
4,"[[708, 526, 0], [652, 519, -28], [590, 474, -46], [573, 413, -66], [586, 361, -84], [574, 380, -16], [541, 307, -52], [530, 261, -68], [528, 215, -78], [617, 367, -21], [599, 346, -73], [616, 413, -75], [625, 426, -63], [660, 363, -33], [646, 354, -82], [655, 422, -63], [659, 433, -37], [703, 367, -48], [689, 364, -75], [689, 416, -60], [691, 427, -41]]","(528, 215, 180, 311)","(618, 370)"
5,"[[705, 529, 0], [647, 520, -25], [586, 472, -42], [571, 409, -61], [587, 357, -78], [574, 378, -13], [543, 308, -47], [533, 261, -65], [530, 214, -76], [617, 364, -18], [599, 344, -66], [614, 414, -67], [623, 429, -56], [661, 361, -30], [647, 354, -76], [653, 423, -57], [658, 435, -31], [703, 366, -45], [687, 362, -71], [685, 415, -55], [688, 427, -36]]","(530, 214, 175, 315)","(617, 371)"
6,"[[702, 527, 0], [645, 516, -28], [587, 468, -46], [571, 407, -65], [586, 356, -81], [572, 376, -14], [545, 304, -50], [536, 258, -67], [533, 210, -78], [615, 363, -18], [601, 345, -68], [615, 412, -70], [623, 425, -58], [659, 360, -29], [650, 357, -77], [654, 424, -58], [656, 432, -33], [702, 366, -44], [691, 370, -70], [689, 421, -56], [689, 430, -39]]","(533, 210, 169, 317)","(617, 368)"
7,"[[685, 537, 0], [634, 520, -26], [581, 466, -43], [574, 406, -63], [599, 362, -81], [583, 368, -13], [572, 290, -51], [572, 244, -70], [581, 196, -81], [627, 369, -20], [616, 341, -73], [617, 414, -74], [620, 424, -60], [668, 376, -34], [662, 362, -82], [655, 430, -62], [655, 436, -35], [710, 388, -52], [699, 379, -75], [689, 428, -58], [688, 437, -37]]","(572, 196, 138, 341)","(641, 366)"
8,"[[681, 538, 0], [629, 525, -26], [575, 471, -42], [569, 409, -61], [599, 367, -78], [583, 369, -17], [571, 289, -52], [574, 242, -70], [581, 195, -82], [625, 369, -22], [616, 345, -73], [617, 414, -76], [621, 430, -66], [667, 375, -33], [660, 364, -81], [654, 432, -63], [654, 443, -38], [707, 387, -48], [699, 379, -74], [688, 431, -59], [685, 443, -40]]","(569, 195, 138, 343)","(638, 366)"
9,"[[678, 541, 0], [623, 529, -23], [571, 475, -38], [566, 415, -55], [595, 377, -70], [578, 374, -18], [568, 294, -53], [570, 246, -74], [578, 200, -87], [621, 371, -24], [615, 355, -74], [613, 421, -78], [614, 438, -70], [662, 377, -34], [658, 377, -78], [648, 440, -61], [646, 450, -39], [701, 390, -49], [694, 401, -72], [681, 447, -60], [678, 453, -44]]","(566, 200, 135, 341)","(633, 370)"
10,"[[674, 543, 0], [622, 530, -26], [569, 474, -42], [564, 411, -59], [597, 373, -75], [579, 373, -17], [569, 293, -51], [570, 246, -67], [577, 201, -78], [623, 370, -22], [616, 352, -72], [613, 421, -74], [615, 437, -62], [664, 378, -33], [660, 378, -78], [649, 442, -61], [648, 451, -37], [704, 394, -47], [696, 401, -72], [683, 447, -59], [680, 453, -43]]","(564, 201, 140, 342)","(634, 372)"
11,"[[676, 546, 0], [625, 533, -26], [571, 478, -42], [563, 417, -60], [592, 377, -76], [579, 376, -19], [567, 296, -55], [569, 248, -73], [576, 203, -85], [622, 374, -24], [614, 355, -75], [614, 423, -77], [616, 439, -66], [664, 381, -35], [659, 377, -81], [651, 442, -63], [650, 451, -39], [704, 395, -49], [698, 392, -75], [685, 441, -60], [683, 452, -42]]","(563, 203, 141, 343)","(633, 374)"
12,"[[682, 545, 0], [628, 532, -28], [572, 477, -43], [565, 414, -61], [594, 371, -75], [578, 375, -17], [566, 295, -50], [568, 248, -66], [574, 202, -77], [621, 371, -20], [612, 355, -69], [613, 421, -72], [617, 437, -62], [662, 376, -30], [657, 376, -76], [651, 440, -59], [651, 448, -36], [703, 388, -43], [696, 391, -68], [685, 439, -56], [684, 449, -38]]","(565, 202, 138, 343)","(634, 373)"
13,"[[682, 543, 0], [629, 532, -26], [573, 476, -41], [565, 412, -59], [595, 369, -75], [581, 377, -17], [566, 295, -50], [567, 247, -66], [572, 201, -76], [623, 374, -22], [611, 353, -72], [614, 422, -73], [619, 438, -61], [664, 380, -32], [656, 372, -80], [652, 439, -60], [654, 449, -35], [705, 391, -47], [696, 385, -72], [686, 434, -57], [686, 446, -38]]","(565, 201, 140, 342)","(635, 372)"
14,"[[682, 542, 0], [629, 531, -26], [573, 475, -41], [565, 410, -58], [594, 366, -73], [578, 376, -15], [563, 295, -49], [564, 248, -64], [570, 202, -74], [621, 371, -19], [610, 352, -69], [614, 420, -70], [618, 435, -58], [662, 375, -30], [655, 371, -77], [651, 438, -58], [653, 447, -33], [703, 387, -43], [693, 386, -69], [685, 436, -55], [685, 447, -36]]","(563, 202, 140, 340)","(633, 372)"
15,"[[700, 536, 0], [645, 525, -32], [587, 474, -52], [571, 411, -74], [589, 359, -93], [579, 377, -21], [555, 300, -57], [547, 252, -73], [545, 204, -82], [622, 367, -24], [606, 350, -75], [616, 420, -74], [624, 431, -60], [665, 367, -33], [654, 365, -82], [655, 432, -61], [657, 437, -34], [707, 375, -47], [694, 378, -74], [690, 429, -59], [691, 437, -40]]","(545, 204, 162, 332)","(626, 370)"
