,lmList,bbox,center
0,"[[604, 481, 0], [563, 463, -16], [531, 415, -23], [546, 368, -29], [581, 350, -35], [515, 352, -8], [494, 300, -18], [484, 268, -29], [477, 240, -38], [545, 337, -12], [533, 273, -20], [528, 236, -30], [522, 204, -40], [576, 338, -19], [570, 278, -29], [568, 242, -42], [563, 209, -52], [606, 350, -28], [611, 305, -39], [614, 276, -46], [615, 248, -52]]","(477, 204, 138, 277)","(546, 342)"
1,"[[605, 481, 0], [563, 464, -17], [531, 417, -24], [547, 369, -30], [580, 349, -36], [515, 352, -9], [494, 300, -19], [484, 268, -30], [477, 239, -39], [546, 337, -12], [533, 273, -20], [527, 236, -31], [522, 204, -40], [577, 337, -19], [570, 277, -29], [567, 241, -42], [563, 209, -53], [607, 349, -27], [612, 305, -39], [615, 275, -47], [616, 248, -53]]","(477, 204, 139, 277)","(546, 342)"
2,"[[606, 483, 0], [564, 465, -16], [532, 418, -23], [548, 371, -29], [582, 351, -36], [517, 355, -10], [496, 303, -21], [486, 270, -32], [480, 241, -42], [547, 340, -15], [535, 276, -23], [529, 238, -35], [524, 206, -45], [578, 340, -22], [571, 280, -33], [568, 243, -46], [563, 210, -57], [609, 352, -30], [613, 307, -42], [616, 277, -51], [617, 249, -58]]","(480, 206, 137, 277)","(548, 344)"
3,"[[606, 484, 0], [564, 464, -16], [533, 417, -23], [548, 369, -29], [582, 351, -36], [518, 354, -8], [496, 302, -18], [487, 270, -29], [480, 242, -39], [548, 338, -12], [534, 275, -20], [529, 238, -31], [523, 206, -41], [579, 339, -19], [571, 279, -30], [568, 243, -43], [564, 210, -54], [609, 351, -28], [613, 307, -40], [616, 277, -48], [617, 249, -54]]","(480, 206, 137, 278)","(548, 345)"
4,"[[607, 483, 0], [564, 466, -16], [533, 418, -23], [550, 371, -29], [583, 352, -36], [516, 354, -9], [494, 302, -20], [484, 270, -30], [479, 241, -40], [546, 339, -13], [534, 275, -21], [528, 238, -32], [523, 206, -42], [578, 339, -20], [571, 279, -31], [567, 243, -44], [563, 210, -56], [608, 352, -29], [613, 307, -40], [616, 278, -49], [617, 250, -55]]","(479, 206, 138, 277)","(548, 344)"
5,"[[607, 486, 0], [565, 467, -17], [533, 420, -24], [546, 374, -32], [581, 356, -39], [519, 355, -9], [498, 304, -21], [488, 272, -32], [481, 243, -42], [549, 340, -14], [536, 277, -22], [530, 239, -34], [525, 207, -44], [579, 341, -21], [572, 281, -32], [568, 245, -45], [564, 212, -56], [610, 353, -30], [614, 309, -42], [616, 279, -50], [617, 251, -56]]","(481, 207, 136, 279)","(549, 346)"
6,"[[608, 485, 0], [566, 469, -18], [533, 420, -25], [546, 371, -31], [579, 352, -37], [518, 356, -9], [497, 304, -19], [487, 271, -29], [482, 243, -38], [548, 340, -12], [535, 277, -19], [529, 240, -29], [524, 208, -38], [579, 341, -18], [572, 280, -28], [568, 244, -41], [564, 211, -51], [610, 352, -26], [614, 308, -37], [617, 278, -45], [619, 250, -51]]","(482, 208, 137, 277)","(550, 346)"
7,"[[610, 487, 0], [569, 469, -16], [535, 421, -23], [551, 374, -30], [586, 355, -37], [522, 358, -10], [501, 307, -21], [491, 275, -32], [485, 247, -41], [552, 343, -14], [539, 279, -23], [533, 241, -34], [527, 209, -43], [583, 343, -21], [576, 282, -32], [572, 246, -45], [568, 214, -55], [613, 354, -30], [618, 310, -42], [620, 280, -50], [621, 252, -56]]","(485, 209, 136, 278)","(553, 348)"
8,"[[611, 487, 0], [569, 470, -16], [536, 421, -22], [550, 375, -28], [583, 357, -34], [522, 357, -7], [501, 306, -17], [491, 274, -27], [485, 246, -37], [552, 342, -11], [539, 278, -19], [533, 241, -29], [528, 210, -38], [583, 342, -18], [576, 282, -29], [572, 245, -42], [568, 213, -51], [614, 355, -27], [619, 310, -39], [622, 280, -46], [623, 252, -52]]","(485, 210, 138, 277)","(554, 348)"
9,"[[616, 490, 0], [572, 472, -16], [539, 424, -23], [553, 378, -30], [587, 360, -37], [522, 362, -9], [501, 310, -20], [492, 278, -31], [486, 250, -41], [552, 345, -13], [539, 281, -22], [533, 244, -33], [527, 212, -42], [583, 345, -20], [574, 284, -32], [569, 248, -45], [562, 216, -55], [616, 356, -30], [619, 311, -41], [620, 281, -49], [620, 252, -56]]","(486, 212, 134, 278)","(553, 351)"
10,"[[617, 487, 0], [574, 471, -16], [539, 423, -22], [552, 376, -28], [587, 358, -35], [520, 362, -9], [496, 311, -19], [486, 279, -29], [480, 251, -38], [549, 346, -12], [533, 283, -20], [527, 246, -29], [520, 214, -38], [581, 344, -19], [570, 285, -28], [563, 249, -40], [556, 218, -50], [613, 353, -27], [616, 309, -37], [617, 279, -44], [617, 252, -50]]","(480, 214, 137, 273)","(548, 350)"
11,"[[621, 486, 0], [577, 469, -16], [542, 424, -23], [553, 375, -29], [588, 356, -35], [520, 365, -8], [493, 314, -18], [481, 282, -27], [472, 255, -37], [547, 346, -12], [528, 284, -19], [518, 248, -29], [509, 216, -37], [578, 344, -18], [563, 285, -28], [555, 249, -40], [545, 218, -50], [611, 353, -27], [611, 308, -37], [611, 278, -45], [610, 251, -51]]","(472, 216, 149, 270)","(546, 351)"
12,"[[638, 477, 0], [593, 464, -19], [556, 421, -27], [568, 372, -33], [601, 349, -40], [527, 363, -10], [498, 313, -20], [484, 282, -31], [473, 253, -41], [555, 341, -12], [530, 281, -19], [519, 245, -30], [508, 214, -39], [586, 336, -18], [567, 278, -27], [557, 244, -39], [545, 213, -49], [620, 341, -25], [616, 296, -35], [613, 267, -42], [609, 241, -49]]","(473, 213, 165, 264)","(555, 345)"
13,"[[644, 476, 0], [598, 462, -18], [561, 420, -27], [569, 371, -35], [600, 349, -43], [531, 363, -10], [500, 312, -21], [485, 281, -32], [473, 253, -43], [558, 342, -13], [533, 280, -21], [520, 244, -33], [508, 212, -43], [590, 336, -19], [569, 277, -30], [558, 242, -43], [546, 211, -53], [624, 342, -27], [619, 296, -38], [615, 266, -45], [611, 239, -52]]","(473, 211, 171, 265)","(558, 343)"
14,"[[646, 473, 0], [601, 459, -18], [564, 418, -27], [571, 370, -35], [601, 347, -42], [532, 361, -11], [501, 311, -22], [487, 280, -33], [476, 252, -43], [559, 340, -14], [534, 278, -22], [521, 242, -33], [509, 210, -42], [591, 333, -20], [570, 275, -30], [559, 241, -42], [547, 210, -52], [625, 338, -28], [620, 293, -38], [617, 263, -45], [613, 237, -51]]","(476, 210, 170, 263)","(561, 341)"
15,"[[651, 470, 0], [605, 454, -19], [569, 413, -28], [579, 364, -35], [608, 337, -43], [538, 357, -8], [509, 305, -18], [495, 274, -29], [484, 247, -39], [566, 335, -10], [541, 274, -16], [529, 238, -28], [517, 207, -38], [597, 329, -16], [579, 271, -24], [568, 237, -37], [557, 206, -48], [632, 334, -23], [627, 289, -33], [624, 260, -40], [621, 233, -46]]","(484, 206, 167, 264)","(567, 338)"
16,"[[650, 471, 0], [605, 455, -18], [570, 411, -26], [579, 362, -34], [610, 339, -41], [540, 356, -11], [511, 304, -22], [496, 273, -32], [485, 245, -42], [567, 334, -14], [543, 272, -22], [531, 235, -34], [519, 204, -44], [599, 329, -20], [580, 270, -31], [569, 234, -45], [558, 203, -56], [633, 334, -28], [630, 289, -39], [627, 258, -47], [623, 231, -54]]","(485, 203, 165, 268)","(567, 337)"
17,"[[641, 475, 0], [598, 456, -18], [565, 411, -25], [578, 364, -32], [611, 343, -40], [540, 350, -10], [515, 297, -21], [501, 265, -31], [492, 237, -40], [570, 332, -14], [551, 269, -21], [541, 232, -32], [533, 200, -42], [604, 330, -20], [592, 270, -31], [586, 234, -45], [580, 201, -57], [637, 339, -28], [640, 295, -41], [643, 265, -49], [644, 237, -56]]","(492, 200, 152, 275)","(568, 337)"
18,"[[630, 477, 0], [588, 456, -18], [559, 407, -24], [577, 360, -30], [613, 343, -36], [542, 346, -9], [522, 290, -17], [511, 257, -26], [503, 229, -33], [574, 331, -12], [562, 266, -18], [556, 228, -27], [551, 197, -36], [606, 331, -17], [603, 270, -27], [602, 233, -42], [599, 201, -53], [638, 343, -25], [649, 300, -37], [656, 271, -46], [663, 244, -53]]","(503, 197, 160, 280)","(583, 337)"
19,"[[624, 480, 0], [582, 459, -18], [554, 407, -24], [576, 362, -29], [613, 347, -36], [542, 346, -11], [523, 290, -21], [514, 256, -30], [509, 226, -39], [575, 331, -14], [565, 267, -21], [561, 228, -32], [557, 195, -42], [607, 334, -20], [607, 272, -32], [609, 235, -47], [609, 202, -59], [638, 348, -28], [651, 305, -42], [661, 276, -52], [668, 249, -59]]","(509, 195, 159, 285)","(588, 337)"
20,"[[602, 483, 0], [561, 460, -17], [534, 408, -23], [560, 368, -28], [600, 354, -34], [530, 345, -12], [514, 290, -22], [510, 254, -32], [508, 224, -41], [565, 332, -15], [561, 267, -23], [562, 228, -34], [563, 195, -44], [597, 336, -22], [605, 275, -33], [610, 238, -49], [614, 205, -62], [627, 353, -30], [646, 312, -44], [658, 285, -55], [669, 258, -63]]","(508, 195, 161, 288)","(588, 339)"
21,"[[601, 484, 0], [560, 463, -18], [534, 410, -24], [560, 368, -29], [600, 358, -35], [530, 345, -11], [515, 288, -22], [510, 252, -31], [508, 222, -40], [564, 333, -15], [561, 267, -23], [561, 227, -33], [562, 194, -42], [596, 338, -21], [603, 276, -33], [609, 238, -48], [613, 205, -60], [625, 355, -29], [644, 313, -44], [657, 285, -54], [669, 259, -62]]","(508, 194, 161, 290)","(588, 339)"
22,"[[600, 483, 0], [559, 463, -17], [533, 410, -23], [558, 368, -29], [597, 357, -35], [528, 343, -12], [513, 287, -22], [508, 252, -31], [505, 222, -40], [562, 331, -15], [558, 266, -23], [558, 227, -34], [558, 194, -43], [594, 336, -22], [600, 275, -34], [605, 236, -50], [608, 202, -62], [622, 353, -30], [642, 311, -45], [656, 283, -55], [667, 257, -64]]","(505, 194, 162, 289)","(586, 338)"
23,"[[601, 483, 0], [559, 462, -17], [533, 410, -23], [558, 368, -29], [595, 352, -35], [528, 342, -12], [512, 286, -22], [507, 251, -32], [505, 222, -42], [562, 330, -15], [558, 265, -24], [558, 226, -35], [558, 193, -44], [595, 336, -22], [600, 274, -35], [605, 236, -50], [608, 202, -61], [624, 354, -30], [643, 311, -45], [656, 282, -56], [667, 256, -63]]","(505, 193, 162, 290)","(586, 338)"
24,"[[607, 483, 0], [566, 463, -17], [539, 409, -23], [563, 366, -28], [600, 351, -34], [530, 344, -11], [514, 287, -21], [507, 252, -31], [504, 222, -40], [564, 331, -14], [559, 265, -23], [558, 226, -34], [557, 194, -43], [597, 335, -21], [600, 273, -33], [603, 235, -48], [605, 201, -60], [626, 351, -29], [643, 308, -43], [655, 279, -53], [664, 252, -61]]","(504, 194, 160, 289)","(584, 338)"
25,"[[636, 477, 0], [591, 463, -19], [553, 413, -26], [569, 365, -32], [606, 347, -37], [531, 354, -9], [503, 305, -19], [490, 273, -29], [481, 246, -38], [560, 334, -12], [543, 272, -19], [535, 236, -28], [528, 205, -35], [594, 332, -17], [583, 272, -27], [576, 236, -38], [569, 205, -47], [629, 341, -25], [633, 296, -36], [637, 266, -42], [640, 239, -48]]","(481, 205, 159, 272)","(560, 341)"
26,"[[650, 476, 0], [604, 465, -21], [567, 419, -29], [578, 368, -36], [611, 349, -43], [536, 362, -12], [504, 312, -23], [489, 279, -33], [479, 251, -43], [566, 340, -13], [542, 277, -21], [531, 240, -31], [521, 208, -40], [599, 335, -18], [582, 275, -28], [572, 239, -41], [562, 208, -51], [633, 340, -24], [635, 296, -35], [635, 265, -43], [634, 238, -50]]","(479, 208, 171, 268)","(564, 342)"
27,"[[659, 477, 0], [615, 466, -19], [577, 423, -28], [586, 374, -36], [613, 349, -44], [542, 367, -14], [506, 317, -26], [488, 285, -36], [475, 257, -46], [570, 344, -16], [543, 282, -25], [530, 244, -37], [518, 213, -46], [603, 337, -21], [582, 278, -33], [570, 241, -46], [558, 210, -57], [637, 341, -29], [636, 296, -40], [634, 264, -48], [632, 237, -55]]","(475, 210, 184, 267)","(567, 343)"
28,"[[671, 471, 0], [627, 458, -21], [590, 415, -29], [602, 363, -37], [632, 337, -44], [556, 361, -11], [522, 312, -21], [504, 281, -31], [490, 253, -41], [583, 338, -12], [556, 277, -19], [542, 242, -30], [529, 211, -40], [615, 330, -17], [595, 272, -27], [583, 238, -40], [571, 208, -51], [649, 334, -24], [648, 290, -35], [647, 260, -43], [645, 233, -50]]","(490, 208, 181, 263)","(580, 339)"
29,"[[672, 471, 0], [629, 458, -20], [593, 415, -29], [604, 364, -37], [634, 338, -44], [558, 358, -12], [525, 308, -23], [507, 276, -34], [494, 249, -43], [586, 336, -14], [559, 275, -22], [545, 239, -33], [533, 209, -43], [619, 329, -19], [599, 270, -29], [587, 235, -43], [575, 204, -54], [654, 333, -26], [652, 288, -37], [650, 257, -45], [647, 230, -52]]","(494, 204, 178, 267)","(583, 337)"
30,"[[670, 470, 0], [625, 455, -20], [590, 412, -29], [602, 361, -37], [635, 338, -45], [560, 354, -14], [530, 303, -24], [513, 271, -35], [501, 243, -46], [589, 332, -15], [564, 271, -23], [552, 234, -34], [541, 202, -44], [621, 327, -20], [604, 267, -31], [594, 231, -45], [583, 200, -57], [656, 333, -27], [656, 287, -39], [656, 256, -48], [654, 229, -56]]","(501, 200, 169, 270)","(585, 335)"
31,"[[669, 470, 0], [626, 457, -21], [591, 413, -30], [601, 362, -38], [631, 337, -45], [560, 355, -14], [530, 303, -25], [514, 270, -36], [503, 242, -46], [588, 333, -16], [564, 271, -24], [552, 234, -36], [541, 201, -46], [620, 328, -20], [603, 267, -32], [594, 231, -47], [583, 198, -58], [655, 333, -27], [656, 288, -40], [656, 257, -49], [655, 229, -57]]","(503, 198, 166, 272)","(586, 334)"
